"kilde","materialtype","år","statistikkvariabel","10514: Avfallsregnskap for Norge (1 000 tonn),"
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Papir, papp og kartong","2019","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Papir, papp og kartong","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Papir, papp og kartong","2021","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Papir, papp og kartong","2022","Avfallsmengde",3
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Papir, papp og kartong","2023","Avfallsmengde",2
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Papir, papp og kartong","2024","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2015","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2016","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2017","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2018","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2019","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2021","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2022","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2023","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Glass","2024","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2012","Avfallsmengde",7
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2013","Avfallsmengde",8
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2014","Avfallsmengde",8
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2015","Avfallsmengde",8
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2016","Avfallsmengde",9
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2017","Avfallsmengde",9
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2018","Avfallsmengde",12
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2019","Avfallsmengde",12
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2020","Avfallsmengde",7
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2021","Avfallsmengde",18
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2022","Avfallsmengde",8
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2023","Avfallsmengde",5
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Metall","2024","Avfallsmengde",4
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2012","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2013","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2014","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2015","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2016","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2017","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2018","Avfallsmengde",2
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2019","Avfallsmengde",2
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2020","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2021","Avfallsmengde",3
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2022","Avfallsmengde",5
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2023","Avfallsmengde",3
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","EE-avfall","2024","Avfallsmengde",2
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2015","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2016","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2017","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2018","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2019","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2021","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2022","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2023","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Betong og tegl","2024","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",56
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",56
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",68
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",63
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",102
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",112
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",97
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",99
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",103
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",101
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",102
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",98
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",93
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2015","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2016","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2017","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2018","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2019","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2021","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2022","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2023","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Plast","2024","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2015","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2016","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2017","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2018","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2019","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2021","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2022","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2023","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Gummi","2024","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2015","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2016","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2017","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2018","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2019","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2021","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2022","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2023","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Tekstiler","2024","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2015","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2016","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2017","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2018","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2019","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2021","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2022","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2023","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Kasserte kjøretøy","2024","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2015","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2016","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2017","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2018","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2019","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2021","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2022","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2023","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Radioaktivt avfall","2024","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2012","Avfallsmengde",24
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2013","Avfallsmengde",33
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2014","Avfallsmengde",31
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2015","Avfallsmengde",28
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2016","Avfallsmengde",42
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2017","Avfallsmengde",31
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2018","Avfallsmengde",38
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2019","Avfallsmengde",40
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2020","Avfallsmengde",33
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2021","Avfallsmengde",33
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2022","Avfallsmengde",34
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2023","Avfallsmengde",32
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Farlig avfall","2024","Avfallsmengde",31
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2015","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2016","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2017","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2018","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2019","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2020","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2021","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2022","Avfallsmengde",12
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2023","Avfallsmengde",7
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Blandet avfall","2024","Avfallsmengde",5
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2012","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2013","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2014","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2015","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2016","Avfallsmengde",2
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2017","Avfallsmengde",2
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2018","Avfallsmengde",3
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2019","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2020","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2021","Avfallsmengde",4
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2022","Avfallsmengde",1
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2023","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Andre materialer","2024","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Lett forurensede masser","2012","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Lett forurensede masser","2013","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Lett forurensede masser","2014","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Lett forurensede masser","2015","Avfallsmengde",0
"Elektrisitets-, gass-, damp- og varmtvannsforsyning","Lett forurensede masser","2016","Avfallsmengde",0
