theme,series_family,series_id,country,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,coverage,comparability,notes
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-02,monthly,exports,Trade value,source units,68878.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-03,monthly,exports,Trade value,source units,79138.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-04,monthly,exports,Trade value,source units,65801.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-05,monthly,exports,Trade value,source units,67375.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-06,monthly,exports,Trade value,source units,70453.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-07,monthly,exports,Trade value,source units,69719.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-08,monthly,exports,Trade value,source units,67656.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-09,monthly,exports,Trade value,source units,68336.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-10,monthly,exports,Trade value,source units,73823.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-11,monthly,exports,Trade value,source units,67229.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2015-12,monthly,exports,Trade value,source units,66841.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-01,monthly,exports,Trade value,source units,60686.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-02,monthly,exports,Trade value,source units,60392.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-03,monthly,exports,Trade value,source units,61908.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-04,monthly,exports,Trade value,source units,61521.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-05,monthly,exports,Trade value,source units,58402.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-06,monthly,exports,Trade value,source units,60356.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-07,monthly,exports,Trade value,source units,59394.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-08,monthly,exports,Trade value,source units,59569.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-09,monthly,exports,Trade value,source units,57479.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-10,monthly,exports,Trade value,source units,68955.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-11,monthly,exports,Trade value,source units,70550.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2016-12,monthly,exports,Trade value,source units,72371.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-01,monthly,exports,Trade value,source units,77510.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-02,monthly,exports,Trade value,source units,70981.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-03,monthly,exports,Trade value,source units,78230.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-04,monthly,exports,Trade value,source units,68595.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-05,monthly,exports,Trade value,source units,68881.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-06,monthly,exports,Trade value,source units,68955.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-07,monthly,exports,Trade value,source units,62930.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-08,monthly,exports,Trade value,source units,68710.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-09,monthly,exports,Trade value,source units,66519.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-10,monthly,exports,Trade value,source units,75292.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-11,monthly,exports,Trade value,source units,78886.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2017-12,monthly,exports,Trade value,source units,78134.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-01,monthly,exports,Trade value,source units,85602.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-02,monthly,exports,Trade value,source units,75891.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-03,monthly,exports,Trade value,source units,82132.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-04,monthly,exports,Trade value,source units,80395.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-05,monthly,exports,Trade value,source units,80627.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-06,monthly,exports,Trade value,source units,79849.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-07,monthly,exports,Trade value,source units,82053.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-08,monthly,exports,Trade value,source units,87097.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-09,monthly,exports,Trade value,source units,81689.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
trade,total_goods_trade_monthly,no_total_goods_exports,NO,SSB external trade main figures monthly,08792,2018-10,monthly,exports,Trade value,source units,98281.000,all goods,monthly total-goods trade,Direct total imports/exports from SSB table 08792.
